"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"27569",656.143,"Screen_95",3.203598,3.270844
"27570",656.165,"Screen_95",3.242081,3.188019
"27571",656.188,"Screen_95",3.197861,3.132126
"27572",656.211,"Screen_95",3.218094,3.181137
"27573",656.233,"Screen_95",3.134247,3.143036
"27574",656.254,"Screen_95",3.080093,3.109894
"27577",656.322,"Screen_95",2.677994,3.858124
"27578",656.345,"Screen_95",3.045959,2.834778
"27579",656.369,"Screen_95",2.994415,3.229065
"27580",656.389,"Screen_95",3.141129,3.087296
"27581",656.413,"Screen_95",3.029907,3.200424
"27582",656.435,"Screen_95",3.005875,3.090347
"27583",656.456,"Screen_95",3.04187,3.035736
"27584",656.48,"Screen_95",2.961273,3.030792
"27585",656.502,"Screen_95",3.036713,3.125946
"27586",656.523,"Screen_95",2.964371,3.13533
"27587",656.546,"Screen_95",3.016602,3.074127
"27588",656.568,"Screen_95",3.027634,3.063629
"27589",656.59,"Screen_95",3.071854,3.054382
"27590",656.611,"Screen_95",2.991959,3.053192
"27591",656.634,"Screen_95",3.064819,3.069534
"27592",656.656,"Screen_95",3.102966,3.094391
"27593",656.675,"Screen_95",3.029449,2.986206
"27594",656.698,"Screen_95",3.005371,3.064835
"27595",656.718,"Screen_95",3.036621,3.123901
"27596",656.74,"Screen_95",2.913513,3.024384
"27597",656.763,"Screen_95",2.990326,3.025955
"27598",656.785,"Screen_95",2.952499,2.979019
"27599",656.807,"Screen_95",2.930725,2.994308
"27600",656.829,"Screen_95",2.98439,3.053635
"27601",656.852,"Screen_95",2.903091,2.91066
"27602",656.875,"Screen_95",2.954971,2.969345
"27603",656.897,"Screen_95",2.970978,2.871094
"27604",656.919,"Screen_95",2.938416,2.863785
"27605",656.94,"Screen_95",3.001404,2.814407
"27606",656.964,"Screen_95",2.911575,2.998856
"27607",656.986,"Screen_95",2.900421,2.861588
"27608",657.008,"Screen_95",2.986374,2.879471
"27609",657.03,"Screen_95",2.918427,2.737366
"27610",657.053,"Screen_95",2.904556,2.792282
"27611",657.076,"Screen_95",2.87262,2.814529
"27612",657.097,"Screen_95",2.894592,2.821716
"27613",657.119,"Screen_95",2.958801,2.731064
"27614",657.14,"Screen_95",2.863556,2.77919
"27615",657.164,"Screen_95",2.859222,2.678619
"27616",657.187,"Screen_95",2.944443,2.804031
"27617",657.209,"Screen_95",2.946243,2.847
"27618",657.23,"Screen_95",2.942947,2.86644
"27619",657.253,"Screen_95",2.946182,2.856964
"27620",657.275,"Screen_95",2.894897,2.814621
"27621",657.296,"Screen_95",2.86026,2.818848
"27622",657.318,"Screen_95",2.728928,2.749619
"27626",657.407,"Screen_95",2.391281,2.433914
"27627",657.43,"Screen_95",2.930603,2.460098
"27628",657.452,"Screen_95",2.891846,2.954239
"27629",657.474,"Screen_95",2.876083,2.852051
"27630",657.495,"Screen_95",2.692978,2.783585
"27631",657.517,"Screen_95",2.742844,2.742096
"27632",657.539,"Screen_95",2.819382,2.706299
"27633",657.563,"Screen_95",2.818024,2.705887
"27634",657.585,"Screen_95",2.762436,2.736801
"27635",657.607,"Screen_95",2.752213,2.743454
"27636",657.629,"Screen_95",2.750748,2.748886
"27637",657.652,"Screen_95",2.749252,2.744461
"27638",657.674,"Screen_95",2.747559,3.004883
"27639",657.696,"Screen_95",2.845535,3.017151
"27640",657.718,"Screen_95",2.814667,3.057526
"27641",657.741,"Screen_95",2.856476,3.005783
"27642",657.762,"Screen_95",2.867233,3.02771
"27643",657.785,"Screen_95",2.865219,2.995285
"27644",657.807,"Screen_95",2.854996,2.98671
"27645",657.829,"Screen_95",2.865646,2.9767
"27646",657.852,"Screen_95",2.867279,2.979782
"27647",657.874,"Screen_95",2.815292,2.979538
"27648",657.896,"Screen_95",2.791092,2.97966
"27649",657.919,"Screen_95",2.772812,2.980499
"27650",657.941,"Screen_95",2.766296,2.976913
"27651",657.963,"Screen_95",2.765686,2.971725
"27652",657.986,"Screen_95",2.816452,2.91246
"27656",658.075,"Screen_95",2.189194,2.834229
"27657",658.097,"Screen_95",2.820297,2.946121
"27658",658.12,"Screen_95",2.88002,2.707809
"27659",658.141,"Screen_95",2.88353,2.662262
"27660",658.163,"Screen_95",2.867172,2.712112
"27661",658.186,"Screen_95",2.805206,2.655334
"27662",658.207,"Screen_95",2.86673,2.734589
"27663",658.23,"Screen_95",2.922989,2.71257
"27664",658.252,"Screen_95",2.755051,2.936661
"27665",658.274,"Screen_95",2.816574,2.966949
"27666",658.297,"Screen_95",2.793564,2.906891
"27667",658.32,"Screen_95",2.945175,2.904724
"27668",658.34,"Screen_95",2.851791,2.904709
"27669",658.364,"Screen_95",2.841553,2.90509
"27670",658.385,"Screen_95",2.850204,2.901047
"27671",658.407,"Screen_95",2.850861,2.903442
"27672",658.431,"Screen_95",2.86145,2.899841
"27673",658.452,"Screen_95",2.872421,2.902893
"27674",658.474,"Screen_95",2.882248,2.896851
"27675",658.496,"Screen_95",2.876846,2.893494
"27676",658.519,"Screen_95",2.755478,2.881958
"27681",658.641,"Screen_95",2.825089,2.763947
"27682",658.673,"Screen_95",2.730927,2.797699
"27683",658.707,"Screen_95",2.667068,2.834
"27684",658.74,"Screen_95",2.630325,2.779602
"27685",658.774,"Screen_95",2.610748,2.798767
"27686",658.806,"Screen_95",2.835831,2.663193
"27687",658.84,"Screen_95",2.814423,2.750198
"27688",658.874,"Screen_95",2.722122,2.771927
"27689",658.907,"Screen_95",2.772446,2.744858
"27690",658.94,"Screen_95",2.767975,2.724091
"27691",658.975,"Screen_95",2.773956,2.718002
"27692",659.006,"Screen_95",2.78064,2.718857
"27693",659.039,"Screen_95",2.783234,2.719391
"27694",659.075,"Screen_95",2.799744,2.803421
"27695",659.107,"Screen_95",2.776154,2.763229
"27696",659.14,"Screen_95",2.762451,2.768188
"27697",659.173,"Screen_95",2.758774,2.769669
"27698",659.207,"Screen_95",2.760056,2.780807
"27699",659.24,"Screen_95",2.689636,2.817322
"27700",659.273,"Screen_95",3.121826,2.872192
"27703",659.373,"Screen_95",1.946243,2.554062
"27704",659.395,"Screen_95",2.74353,2.655441
"27705",659.417,"Screen_95",2.809082,2.667648
"27706",659.439,"Screen_95",2.747574,2.597916
"27707",659.463,"Screen_95",2.803726,2.759644
"27708",659.484,"Screen_95",2.711731,2.822464
"27709",659.507,"Screen_95",2.788177,2.765823
"27710",659.528,"Screen_95",2.726364,2.812286
"27711",659.551,"Screen_95",2.777771,2.8246
"27712",659.573,"Screen_95",2.689209,2.843155
"27713",659.596,"Screen_95",2.758804,2.844818
"27714",659.617,"Screen_95",2.722992,2.866623
"27715",659.639,"Screen_95",2.729172,2.884598
"27716",659.662,"Screen_95",2.746643,2.888443
"27717",659.685,"Screen_95",2.807587,2.890076
"27718",659.708,"Screen_95",2.823792,2.916626
"27719",659.729,"Screen_95",2.824661,2.919601
"27720",659.75,"Screen_95",2.851318,2.919678
"27721",659.773,"Screen_95",2.902664,2.92662
"27722",659.795,"Screen_95",2.902222,2.925064
"27723",659.818,"Screen_95",2.916641,2.924728
"27724",659.84,"Screen_95",2.755371,2.902054
"27725",659.861,"Screen_95",2.882172,2.795273
"27730",659.973,"Screen_95",2.549896,2.613205
"27731",659.996,"Screen_95",2.728256,2.628311
"27732",660.018,"Screen_95",2.882813,2.75647
"27733",660.041,"Screen_95",2.833908,2.83992
"27734",660.062,"Screen_95",2.799286,2.897827
"27735",660.085,"Screen_95",2.820557,2.910263
"27736",660.107,"Screen_95",2.825897,2.900269
"27737",660.129,"Screen_95",2.7995,2.86853
"27738",660.153,"Screen_95",2.81073,2.883301
"27739",660.178,"Screen_95",2.799103,2.869553
"27740",660.201,"Screen_95",2.799911,2.881912
"27741",660.223,"Screen_95",2.820633,2.897049
"27742",660.245,"Screen_95",2.821899,2.896545
"27743",660.268,"Screen_95",2.828995,2.88475
"27744",660.296,"Screen_95",2.873047,2.892548
"27745",660.328,"Screen_95",2.918442,2.757813
"27746",660.361,"Screen_95",2.992035,2.718018
"27747",660.394,"Screen_95",2.988708,2.735397
"27748",660.427,"Screen_95",2.945526,2.903564
"27752",660.56,"Screen_95",2.457443,2.351654
"27753",660.594,"Screen_95",2.896301,2.775238
"27754",660.627,"Screen_95",2.819885,2.871017
"27755",660.66,"Screen_95",2.766129,2.851944
"27756",660.694,"Screen_95",2.839233,2.922958
"27757",660.727,"Screen_95",2.880432,2.906525
"27758",660.762,"Screen_95",2.992126,2.917953
"27759",660.794,"Screen_95",2.946533,2.851486
"27760",660.827,"Screen_95",2.992126,2.855118
"27761",660.861,"Screen_95",3.038803,2.947205
"27762",660.894,"Screen_95",3.051224,2.949371
"27763",660.927,"Screen_95",3.049591,2.905991
"27764",660.961,"Screen_95",3.030701,2.918213
"27765",660.993,"Screen_95",3.029587,2.917511
"27766",661.027,"Screen_95",3.027252,2.885452
"27767",661.049,"Screen_95",3.001816,2.888321
"27768",661.072,"Screen_95",2.962708,2.886185
"27769",661.094,"Screen_95",2.96286,2.886566
"27770",661.117,"Screen_95",2.95546,2.931213
"27771",661.139,"Screen_95",2.894516,2.742188
"27772",661.161,"Screen_95",2.867752,2.737869
"27773",661.184,"Screen_95",2.927277,2.744614
"27774",661.206,"Screen_95",2.912537,2.769592
"27775",661.228,"Screen_95",2.91774,2.769974
"27776",661.251,"Screen_95",2.913101,2.7827
"27777",661.272,"Screen_95",2.912964,2.786896
"27778",661.295,"Screen_95",2.916092,2.786713
"27779",661.318,"Screen_95",2.915787,2.77803
"27780",661.34,"Screen_95",2.837097,2.793045
"27786",661.473,"Screen_95",2.612274,2.838638
"27787",661.495,"Screen_95",2.784637,2.840912
"27788",661.516,"Screen_95",2.882095,2.944748
"27789",661.539,"Screen_95",2.944,2.907257
"27790",661.562,"Screen_95",2.971634,2.852036
"27791",661.584,"Screen_95",2.988312,2.882065
"27792",661.607,"Screen_95",2.991577,2.874542
"27793",661.628,"Screen_95",2.992966,2.880356
"27794",661.651,"Screen_95",2.993256,2.859879
"27795",661.673,"Screen_95",3.023422,2.858261
"27796",661.695,"SM_Blackboard_Tafel_unten_low_101",2.82692,2.921097
"27797",661.717,"SM_Blackboard_Schiene_low_99",2.838959,2.952545
"27798",661.739,"SM_Blackboard_Schiene_low_99",2.797455,2.936157
"27799",661.762,"SM_Blackboard_Schiene_low_99",2.832047,2.945801
"27800",661.784,"SM_Blackboard_Tafel_unten_low_101",2.831863,2.945938
"27801",661.807,"SM_Blackboard_Tafel_unten_low_101",2.81395,3.040771
"27802",661.829,"SM_Blackboard_Tafel_unten_low_101",2.813782,3.006241
"27803",661.852,"SM_Blackboard_Tafel_unten_low_101",2.855927,2.986786
"27804",661.875,"SM_Blackboard_Tafel_unten_low_101",2.83551,2.959702
"27805",661.897,"SM_Blackboard_Tafel_unten_low_101",2.946274,3.056671
"27806",661.921,"SM_Blackboard_Tafel_unten_low_101",2.954498,2.968613
"27807",661.944,"SM_Blackboard_Tafel_unten_low_101",2.947052,3.055298
"27808",661.971,"SM_Blackboard_Tafel_unten_low_101",2.947998,3.04689
"27809",662.006,"SM_Blackboard_Tafel_unten_low_101",2.953293,3.046478
"27810",662.039,"SM_Blackboard_Tafel_unten_low_101",2.947556,3.063492
"27811",662.073,"SM_Blackboard_Tafel_unten_low_101",2.969452,3.07106
"27812",662.107,"SM_Blackboard_Tafel_unten_low_101",2.961578,3.073959
"27813",662.138,"SM_Blackboard_Tafel_unten_low_101",3.019302,3.053741
"27814",662.171,"SM_Blackboard_Tafel_unten_low_101",3.186813,2.940308
"27815",662.205,"Screen_95",3.091705,2.951218
"27816",662.239,"Screen_95",3.036438,2.924408
"27817",662.272,"Screen_95",3.09613,2.898773
"27818",662.305,"Screen_95",3.070633,2.933075
"27819",662.339,"Screen_95",3.074753,2.946518
"27820",662.371,"Screen_95",3.098831,2.995697
"27821",662.405,"Screen_95",3.133224,2.939224
"27822",662.438,"Screen_95",3.009216,3.020813
"27823",662.471,"Screen_95",3.111053,3.041092
"27826",662.573,"Screen_95",2.798767,2.177124
"27827",662.605,"Screen_95",3.093811,3.03476
"27828",662.639,"Screen_95",3.125534,2.943146
"27829",662.672,"Screen_95",3.165543,2.905655
"27830",662.705,"Screen_95",3.137024,3.009598
"27831",662.727,"Screen_95",3.115891,2.972458
"27832",662.749,"Screen_95",3.139618,2.954285
"27833",662.771,"Screen_95",3.132645,2.973022
"27834",662.794,"Screen_95",3.118759,3.023026
"27835",662.817,"Screen_95",3.060989,3.003998
"27836",662.839,"Screen_95",3.167694,3.009995
"27837",662.861,"Screen_95",3.088989,2.965317
"27838",662.883,"Screen_95",3.087418,3.012527
"27839",662.905,"Screen_95",3.046051,3.055908
"27840",662.926,"Screen_95",3.070618,2.966797
"27841",662.949,"Screen_95",3.080368,2.958954
"27842",662.972,"Screen_95",3.068314,2.965668
"27843",662.994,"Screen_95",3.064316,2.951279
"27844",663.017,"Screen_95",3.058121,2.951309
"27845",663.04,"Screen_95",3.042969,2.950348
"27846",663.062,"Screen_95",3.034073,2.954147
"27847",663.084,"Screen_95",3.018341,2.937607
"27848",663.105,"Screen_95",2.990265,2.92569
"27849",663.128,"Screen_95",2.988831,2.894302
"27850",663.149,"Screen_95",4.423599,2.827026
"27854",663.239,"Screen_95",2.434677,2.581726
"27855",663.261,"Screen_95",2.888962,2.810104
"27856",663.283,"Screen_95",2.96579,2.964432
"27857",663.305,"Screen_95",2.9487,2.907089
"27858",663.328,"Screen_95",2.990845,2.953064
"27859",663.352,"Screen_95",2.966553,2.945694
"27860",663.373,"Screen_95",3.020645,2.943253
"27861",663.395,"Screen_95",3.015091,2.942841
"27862",663.419,"Screen_95",3.035706,2.94577
"27863",663.442,"Screen_95",3.043716,2.942169
"27864",663.463,"Screen_95",3.04216,2.939804
"27865",663.486,"Screen_95",3.044266,2.942505
"27866",663.51,"Screen_95",3.056931,2.952896
"27867",663.533,"Screen_95",3.079208,2.954819
"27868",663.555,"Screen_95",3.082703,2.961899
"27869",663.577,"Screen_95",3.09697,2.96225
"27870",663.602,"Screen_95",3.100052,2.987778
"27871",663.627,"Screen_95",3.099854,2.991806
"27872",663.648,"Screen_95",3.043427,3.035278
"27873",663.669,"Screen_95",3.015945,3.001328
"27874",663.691,"Screen_95",3.041077,3.00296
"27875",663.711,"Screen_95",3.054199,3.021042
"27876",663.734,"Screen_95",3.05098,3.02037
"27877",663.753,"Screen_95",3.062851,3.020584
"27878",663.777,"Screen_95",3.068649,3.004929
"27879",663.799,"Screen_95",3.068298,3.004959
"27880",663.819,"Screen_95",3.062256,3.020569
"27881",663.842,"Screen_95",3.068512,3.006561
"27882",663.862,"Screen_95",3.056152,3.007278
"27883",663.881,"Screen_95",3.041031,3.008698
"27884",663.904,"Screen_95",3.039413,3.015549
"27885",663.925,"Screen_95",3.01889,3.022247
"27886",663.948,"Screen_95",3.019409,3.021805
"27887",663.969,"Screen_95",3.019577,3.022949
"27888",663.992,"Screen_95",3.026154,3.023621
"27889",664.014,"Screen_95",3.026001,3.021103
"27890",664.038,"Screen_95",3.032928,3.0224
"27891",664.06,"Screen_95",3.031128,3.02356
"27892",664.08,"Screen_95",2.953629,3.035492
"27893",664.103,"Screen_95",3.03952,2.991013
"27894",664.125,"Screen_95",3.137726,3.011612
"27899",664.237,"Screen_95",2.354309,2.763092
"27900",664.26,"Screen_95",2.820694,2.825394
"27901",664.282,"Screen_95",2.958588,3.00737
"27902",664.305,"Screen_95",3.077164,2.963074
"27903",664.326,"Screen_95",3.093643,2.918869
"27904",664.348,"Screen_95",3.056763,3.01416
"27905",664.37,"Screen_95",3.075836,2.980042
"27906",664.394,"Screen_95",3.103149,2.953339
"27907",664.417,"Screen_95",2.970245,3.129303
"27908",664.442,"Screen_95",3.090073,3.022537
"27909",664.463,"Screen_95",3.164444,3.056015
"27910",664.487,"Screen_95",3.064819,3.013458
"27911",664.509,"Screen_95",3.106003,3.01297
"27912",664.534,"Screen_95",3.063202,3.027222
"27913",664.554,"Screen_95",3.141388,3.049362
"27914",664.578,"Screen_95",3.140549,3.049774
"27915",664.601,"Screen_95",3.150192,3.050491
"27916",664.625,"Screen_95",3.159348,3.05162
"27917",664.644,"Screen_95",3.164764,3.032013
"27918",664.668,"Screen_95",3.098618,2.963806
"27919",664.687,"Screen_95",3.017319,3.027466
"27920",664.711,"Screen_95",2.999191,2.924042
"27921",664.733,"Screen_95",2.991592,2.945328
"27922",664.752,"Screen_95",2.999985,2.995651
"27923",664.775,"Screen_95",3.009552,2.990524
"27924",664.795,"Screen_95",3.014801,2.908112
"27925",664.818,"Screen_95",3.012421,3.065384
"27926",664.838,"Screen_95",3.018936,3.004333
"27927",664.86,"Screen_95",3.015015,2.959564
"27928",664.881,"Screen_95",3.019501,2.918213
"27929",664.904,"Screen_95",3.015045,3.009964
"27930",664.926,"Screen_95",3.013687,2.983459
"27931",664.948,"Screen_95",3.116089,3.007797
"27932",664.971,"Screen_95",3.109329,3.029343
"27933",664.994,"Screen_95",3.109375,2.972595
"27934",665.016,"Screen_95",3.098648,2.959747
"27935",665.037,"Screen_95",3.075211,2.947723
"27936",665.06,"Screen_95",3.049042,3.012894
"27941",665.17,"Screen_95",2.81395,3.752319
"27942",665.193,"Screen_95",3.350876,2.916199
"27943",665.216,"Screen_95",3.084534,2.959351
"27944",665.237,"Screen_95",3.0793,3.028793
"27945",665.261,"Screen_95",3.07019,2.914764
"27946",665.282,"Screen_95",2.935104,3.022812
"27947",665.304,"Screen_95",3.014847,3.02919
"27948",665.327,"Screen_95",3.031006,3.052368
"27949",665.35,"Screen_95",3.052338,3.044998
"27950",665.374,"Screen_95",3.118423,2.965652
"27951",665.396,"Screen_95",2.821854,2.897934
"27952",665.419,"Screen_95",3.008316,3.104813
"27953",665.442,"Screen_95",3.015839,3.03717
"27954",665.464,"Screen_95",3.00383,3.06633
"27955",665.486,"Screen_95",3.007065,3.053314
"27956",665.51,"Screen_95",2.98996,3.040283
"27957",665.534,"Screen_95",2.97612,3.040527
"27958",665.556,"Screen_95",3.004242,3.05275
"27959",665.577,"Screen_95",3.005096,3.06395
"27960",665.6,"Screen_95",3.005585,3.040863
"27961",665.62,"Screen_95",2.995773,3.037338
"27962",665.642,"Screen_95",3.006027,3.025711
"27963",665.663,"Screen_95",3.006836,3.017044
"27964",665.685,"Screen_95",2.952469,2.947342
"27965",665.704,"Screen_95",2.900223,3.01799
"27966",665.728,"Screen_95",2.994629,2.904892
"27967",665.75,"Screen_95",3.01709,2.969528
"27968",665.772,"Screen_95",3.029419,2.971008
"27969",665.794,"Screen_95",3.021011,2.963669
"27970",665.816,"Screen_95",2.991714,2.956726
"27971",665.84,"Screen_95",2.932922,2.863434
"27972",665.861,"Screen_95",2.992508,2.953018
"27973",665.882,"SM_Blackboard_Schiene_low_99",3.042679,3.145416
"27974",665.905,"SM_Blackboard_Tafel_unten_low_101",3.069595,3.041763
"27975",665.925,"SM_Blackboard_Tafel_unten_low_101",3.046753,3.039627
"27976",665.947,"SM_Blackboard_Tafel_unten_low_101",3.055817,3.046967
"27977",665.97,"SM_Blackboard_Tafel_unten_low_101",3.054993,3.047363
"27978",665.992,"SM_Blackboard_Tafel_unten_low_101",3.060455,3.06163
"27979",666.014,"SM_Blackboard_Tafel_unten_low_101",3.060532,3.063217
"27980",666.037,"SM_Blackboard_Tafel_unten_low_101",3.082748,3.065872
"27981",666.06,"SM_Blackboard_Tafel_unten_low_101",3.086304,3.082886
"27982",666.082,"SM_Blackboard_Tafel_unten_low_101",3.181229,3.08667
"27983",666.103,"SM_Blackboard_Tafel_unten_low_101",3.131622,2.990616
"27984",666.125,"SM_Blackboard_Tafel_unten_low_101",3.1315,2.995514
"27985",666.147,"SM_Blackboard_Tafel_unten_low_101",3.14444,3.001556
"27986",666.17,"SM_Blackboard_Tafel_unten_low_101",3.132004,3.046448
"27987",666.193,"SM_Blackboard_Tafel_unten_low_101",3.152237,3.061859
"27988",666.215,"SM_Blackboard_Tafel_unten_low_101",3.172577,3.087128
"27989",666.237,"SM_Blackboard_Tafel_unten_low_101",3.183487,3.110016
"27990",666.259,"SM_Blackboard_Tafel_unten_low_101",3.208679,3.121246
"27991",666.28,"SM_Blackboard_Tafel_unten_low_101",3.213226,3.165421
"27992",666.305,"SM_Blackboard_Tafel_unten_low_101",3.2211,3.189835
"27993",666.326,"SM_Blackboard_Tafel_unten_low_101",3.229721,3.20195
"27994",666.347,"SM_Blackboard_Tafel_unten_low_101",3.242203,3.251205
"27995",666.369,"SM_Blackboard_Tafel_unten_low_101",3.350616,3.209457
"27996",666.393,"SM_Blackboard_Tafel_unten_low_101",3.358841,3.243088
"27997",666.417,"SM_Blackboard_Tafel_unten_low_101",3.428696,3.265884
"27998",666.441,"SM_Blackboard_Tafel_unten_low_101",3.385132,3.168152
"27999",666.463,"SM_Blackboard_Tafel_unten_low_101",3.262314,3.079376
"28000",666.485,"FrontWall",3.342758,3.041275
"28001",666.508,"Screen_95",3.231293,2.737747
"28005",666.598,"Screen_95",2.340302,2.366364
"28006",666.619,"Screen_95",3.015976,2.408829
"28007",666.641,"Screen_95",3.288986,3.093292
"28008",666.662,"Screen_95",3.339828,3.116791
"28009",666.684,"Screen_95",3.356873,3.109009
"28010",666.706,"Screen_95",3.326782,3.147568
"28011",666.727,"Screen_95",3.342026,3.047241
"28012",666.747,"Screen_95",3.380783,3.027161
"28013",666.769,"Screen_95",3.357941,3.154175
"28014",666.792,"Screen_95",3.302979,3.155518
"28015",666.813,"Screen_95",3.346619,3.153183
"28016",666.837,"Screen_95",3.37384,3.163406
"28017",666.858,"Screen_95",3.356781,3.163162
"28018",666.881,"Screen_95",3.324982,3.19191
"28019",666.902,"Screen_95",3.365402,3.203827
"28020",666.925,"Screen_95",3.337524,3.219391
"28021",666.947,"Screen_95",3.371399,3.236649
"28022",666.969,"Screen_95",3.371399,3.257523
