"","time","gaze_target","left.pupil_diameter_mm","right.pupil_diameter_mm"
"10268",249.073,"CartoonTeacher",3.358139,3.206421
"10269",249.094,"CartoonTeacher",3.375259,3.195007
"10270",249.116,"CartoonTeacher",3.307281,3.192932
"10271",249.139,"CartoonTeacher",3.300888,3.209229
"10272",249.16,"CartoonTeacher",3.293961,3.224335
"10273",249.183,"CartoonTeacher",3.343765,3.224548
"10274",249.205,"CartoonTeacher",3.342529,3.225189
"10275",249.228,"CartoonTeacher",3.40683,3.241776
"10276",249.25,"CartoonTeacher",3.350662,3.243988
"10277",249.271,"CartoonTeacher",3.235474,3.18335
"10278",249.293,"CartoonTeacher",3.252197,3.193573
"10279",249.316,"Screen_95",3.487442,2.798981
"10285",249.45,"Screen_95",3.113998,2.477402
"10286",249.473,"Screen_95",3.334061,2.947952
"10287",249.494,"Screen_95",3.335327,3.294922
"10288",249.516,"Screen_95",3.260452,3.305298
"10289",249.539,"Screen_95",3.226929,3.208466
"10290",249.561,"Screen_95",3.213684,3.129883
"10291",249.584,"CartoonTeacher",3.16301,3.223587
"10292",249.607,"Screen_95",3.203445,3.254242
"10293",249.63,"Screen_95",3.210022,3.279739
"10294",249.654,"CartoonTeacher",3.209274,3.282761
"10295",249.677,"CartoonTeacher",3.216812,3.281357
"10296",249.698,"CartoonTeacher",3.223373,3.284164
"10297",249.721,"CartoonTeacher",3.242813,3.302811
"10298",249.743,"CartoonTeacher",3.301086,3.308929
"10299",249.764,"CartoonTeacher",3.342255,3.337387
"10300",249.787,"CartoonTeacher",3.358398,3.356262
"10301",249.81,"CartoonTeacher",3.379181,3.373199
"10302",249.832,"CartoonTeacher",3.401611,3.380096
"10303",249.854,"CartoonTeacher",3.404739,3.392487
"10304",249.877,"CartoonTeacher",3.404739,3.391373
"10305",249.897,"CartoonTeacher",3.391357,3.389786
"10306",249.92,"CartoonTeacher",3.393402,3.385117
"10307",249.94,"CartoonTeacher",3.382706,3.378113
"10308",249.961,"CartoonTeacher",3.347183,3.35762
"10309",249.982,"CartoonTeacher",3.324402,3.337326
"10310",250.005,"CartoonTeacher",3.298431,3.301544
"10311",250.028,"CartoonTeacher",3.24205,3.257767
"10312",250.049,"CartoonTeacher",3.205078,3.227356
"10313",250.072,"CartoonTeacher",3.202362,3.221558
"10314",250.095,"CartoonTeacher",3.188004,3.207047
"10315",250.117,"CartoonTeacher",3.162659,3.200256
"10316",250.139,"CartoonTeacher",3.159698,3.188599
"10317",250.161,"CartoonTeacher",3.139435,3.172913
"10318",250.183,"CartoonTeacher",3.115982,3.130707
"10319",250.205,"CartoonTeacher",3.096802,3.115173
"10320",250.227,"CartoonTeacher",3.008118,3.094559
"10321",250.249,"Screen_95",3.02388,3.157089
"10322",250.272,"FrontWall",3.094452,3.235916
"10323",250.294,"FrontWall",3.117477,3.092224
"10324",250.316,"FrontWall",3.151169,3.096741
"10325",250.338,"FrontWall",3.116272,3.106842
"10326",250.361,"FrontWall",3.109146,3.100616
"10327",250.383,"FrontWall",3.121338,3.096954
"10328",250.404,"FrontWall",3.114624,3.088974
"10329",250.428,"FrontWall",3.119034,3.079605
"10330",250.449,"FrontWall",3.121597,3.070435
"10331",250.471,"FrontWall",3.122208,3.070251
"10332",250.494,"FrontWall",3.051178,2.92601
"10333",250.516,"FrontWall",3.127533,2.943771
"10334",250.538,"FrontWall",3.119614,2.975006
"10335",250.56,"FrontWall",3.117264,2.983078
"10336",250.585,"FrontWall",3.110718,2.951935
"10337",250.606,"FrontWall",3.111511,2.944122
"10338",250.63,"FrontWall",3.111282,2.94577
"10339",250.65,"FrontWall",3.112503,2.955795
"10340",250.674,"FrontWall",3.108185,2.946213
"10341",250.697,"FrontWall",3.106567,2.946671
"10342",250.721,"FrontWall",3.103516,2.92308
"10343",250.745,"FrontWall",3.102615,2.918442
"10344",250.772,"FrontWall",3.053146,2.869553
"10345",250.79,"FrontWall",2.981522,2.961594
"10346",250.816,"SM_Blackboard_Schiene_low_99",3.147964,2.960632
"10347",250.839,"Screen_95",3.247986,2.951157
"10348",250.871,"Screen_95",3.147034,2.970917
"10349",250.905,"Screen_95",3.176178,2.972977
"10350",250.939,"Screen_95",3.15596,2.996033
"10351",250.972,"Screen_95",3.143341,2.99968
"10352",251.004,"Screen_95",3.051636,3.078629
"10353",251.038,"Screen_95",2.933899,3.091309
"10354",251.072,"Screen_95",2.99353,3.023544
"10355",251.104,"Screen_95",2.947739,3.035782
"10356",251.139,"Screen_95",2.968933,3.014938
"10357",251.171,"Screen_95",2.969666,3.033936
"10358",251.205,"Screen_95",2.949936,3.023392
"10359",251.239,"Screen_95",2.983444,3.038025
"10360",251.271,"Screen_95",2.984192,3.052322
"10361",251.305,"Screen_95",2.988159,3.066467
"10362",251.338,"Screen_95",3.001419,3.066803
"10363",251.371,"Screen_95",3.002213,3.066467
"10364",251.405,"Screen_95",3.001556,3.066132
"10365",251.438,"Screen_95",3.003555,3.063477
"10366",251.472,"Screen_95",3.007721,3.067245
"10367",251.505,"Screen_95",3.0383,3.062027
"10368",251.538,"Screen_95",3.044724,3.086212
"10369",251.572,"Screen_95",3.04599,3.091797
"10370",251.594,"Screen_95",3.051895,3.092468
"10371",251.616,"Screen_95",3.054123,3.101852
"10372",251.639,"Screen_95",3.06723,3.101776
"10373",251.662,"Screen_95",3.054703,3.102753
"10374",251.683,"Screen_95",3.075394,3.103455
"10375",251.706,"Screen_95",3.070862,3.103043
"10376",251.727,"Screen_95",3.084625,3.127777
"10377",251.749,"Screen_95",3.097397,3.113144
"10378",251.772,"Screen_95",3.259842,3.173721
"10379",251.794,"Screen_95",3.117065,3.118744
"10380",251.816,"Screen_95",3.135498,3.110458
"10381",251.839,"Screen_95",3.124313,3.110199
"10382",251.861,"Screen_95",3.130615,3.117188
"10383",251.885,"Screen_95",3.120422,3.11731
"10384",251.904,"Screen_95",3.12207,3.124527
"10385",251.927,"Screen_95",3.120682,3.132019
"10386",251.949,"Screen_95",3.122665,3.125916
"10387",251.974,"Screen_95",3.134018,3.122574
"10388",251.993,"Screen_95",3.134445,3.122345
"10389",252.016,"Screen_95",3.144196,3.125092
"10390",252.039,"Screen_95",3.161835,3.113358
"10391",252.059,"Screen_95",3.16568,3.078995
"10392",252.081,"Screen_95",3.161774,3.104385
"10393",252.105,"Screen_95",3.161652,3.08844
"10394",252.128,"Screen_95",3.17012,3.100906
"10395",252.152,"Screen_95",3.186966,3.101044
"10396",252.174,"Screen_95",3.202347,3.114532
"10397",252.197,"Screen_95",3.201233,3.129623
"10398",252.221,"Screen_95",3.200516,3.13736
"10399",252.243,"Screen_95",3.200073,3.144577
"10400",252.264,"Screen_95",3.220963,3.151535
"10401",252.287,"Screen_95",3.222275,3.158997
"10402",252.309,"Screen_95",3.221268,3.153976
"10403",252.331,"Screen_95",3.225525,3.152328
"10404",252.353,"Screen_95",3.209778,3.159348
"10405",252.375,"Screen_95",3.225128,3.159744
"10406",252.397,"Screen_95",3.211014,3.159027
"10407",252.42,"Screen_95",3.194031,3.142517
"10408",252.441,"Screen_95",3.189041,3.141754
"10409",252.463,"Screen_95",3.187637,3.140091
"10410",252.485,"Screen_95",3.183914,3.128983
"10411",252.506,"Screen_95",3.183823,3.123779
"10412",252.528,"Screen_95",3.166412,3.11911
"10413",252.548,"Screen_95",3.165298,3.112778
"10414",252.57,"Screen_95",3.153671,3.118927
"10415",252.593,"Screen_95",3.151932,3.113113
"10416",252.616,"Screen_95",3.15152,3.104324
"10417",252.636,"Screen_95",3.148804,3.08342
"10418",252.658,"Screen_95",3.151138,3.104675
"10419",252.68,"Screen_95",3.15126,3.105606
"10420",252.703,"Screen_95",3.153488,3.096024
"10421",252.725,"Screen_95",3.154053,3.08197
"10422",252.748,"Screen_95",3.144394,3.083313
"10423",252.77,"Screen_95",3.144257,3.061005
"10424",252.792,"Screen_95",3.130081,3.064621
"10425",252.815,"Screen_95",3.123413,3.060242
"10426",252.836,"Screen_95",3.128006,3.058472
"10427",252.859,"Screen_95",3.125412,3.063782
"10428",252.883,"Screen_95",3.113037,3.06575
"10429",252.903,"Screen_95",3.132217,3.069122
"10430",252.926,"Screen_95",3.132675,3.064102
"10431",252.947,"Screen_95",3.118347,3.06398
"10432",252.969,"Screen_95",3.107407,3.06395
"10433",252.992,"Screen_95",3.107971,3.06488
"10434",253.015,"Screen_95",3.12178,3.036819
"10435",253.037,"Screen_95",3.119385,3.051422
"10436",253.058,"Screen_95",3.121811,3.05925
"10437",253.082,"Screen_95",3.125488,3.064545
"10438",253.103,"Screen_95",3.138031,3.065491
"10439",253.126,"Screen_95",3.127197,3.072693
"10440",253.15,"Screen_95",3.127304,3.082001
"10441",253.172,"Screen_95",3.132034,3.085922
"10442",253.195,"Screen_95",3.13063,3.086349
"10443",253.218,"Screen_95",3.123764,3.090363
"10444",253.239,"Screen_95",3.132797,3.090042
"10445",253.263,"Screen_95",3.132172,3.089554
"10446",253.285,"Screen_95",3.126114,3.098114
"10447",253.306,"Screen_95",3.125443,3.082001
"10448",253.331,"Screen_95",3.127396,3.082123
"10449",253.353,"Screen_95",3.125931,3.081833
"10450",253.376,"Screen_95",3.115829,3.097717
"10451",253.397,"Screen_95",3.114105,3.093765
"10452",253.419,"Screen_95",3.116852,3.093719
"10453",253.44,"Screen_95",3.116302,3.091797
"10454",253.461,"Screen_95",3.126923,3.091904
"10455",253.484,"Screen_95",3.129669,3.092255
"10456",253.504,"Screen_95",3.129532,3.104767
"10457",253.526,"Screen_95",3.12854,3.10965
"10458",253.548,"Screen_95",3.132645,3.110077
"10459",253.57,"Screen_95",3.13266,3.114899
"10460",253.592,"Screen_95",3.122986,3.11702
"10461",253.615,"Screen_95",3.135513,3.132965
"10462",253.636,"Screen_95",3.157623,3.13414
"10463",253.659,"Screen_95",3.185944,3.147644
"10464",253.681,"Screen_95",3.211029,3.147598
"10465",253.702,"Screen_95",3.215851,3.143295
"10466",253.724,"Screen_95",3.222855,3.147583
"10467",253.748,"Screen_95",3.226303,3.155579
"10468",253.769,"Screen_95",3.222412,3.155319
"10469",253.792,"Screen_95",3.191666,3.149673
"10470",253.814,"Screen_95",3.180374,3.155411
"10471",253.837,"Screen_95",3.198364,3.149628
"10472",253.859,"Screen_95",3.180801,3.146286
"10473",253.881,"Screen_95",3.171249,3.149734
"10474",253.903,"Screen_95",3.199249,3.156082
"10475",253.925,"Screen_95",3.207703,3.137924
"10476",253.947,"Screen_95",3.199997,3.125824
"10477",253.97,"Screen_95",3.157883,3.12616
"10478",253.992,"Screen_95",3.157028,3.145645
"10479",254.016,"Screen_95",3.157349,3.114075
"10480",254.037,"Screen_95",3.144852,3.114288
"10481",254.059,"Screen_95",3.148071,3.115219
"10482",254.082,"Screen_95",3.156448,3.121201
"10483",254.106,"Screen_95",3.155838,3.120651
"10484",254.127,"Screen_95",3.162659,3.120499
"10485",254.151,"Screen_95",3.178711,3.148987
"10486",254.172,"Screen_95",3.170135,3.148224
"10487",254.195,"Screen_95",3.170639,3.143188
"10488",254.218,"Screen_95",3.159683,3.142349
"10489",254.238,"Screen_95",3.159866,3.141769
"10490",254.262,"Screen_95",3.16008,3.126938
"10491",254.285,"Screen_95",3.177673,3.127441
"10492",254.307,"Screen_95",3.200974,3.121048
"10493",254.33,"FrontWall",3.198837,3.134155
"10494",254.353,"FrontWall",3.198685,3.132217
"10495",254.376,"FrontWall",3.226257,3.138428
"10496",254.397,"FrontWall",3.252243,3.140854
"10497",254.42,"FrontWall",3.252579,3.162125
"10498",254.443,"FrontWall",3.268143,3.161545
"10499",254.463,"FrontWall",3.269333,3.163467
"10500",254.486,"FrontWall",3.277618,3.1754
"10501",254.507,"FrontWall",3.281662,3.197845
"10502",254.529,"FrontWall",3.286499,3.200546
"10503",254.552,"FrontWall",3.296341,3.174362
"10504",254.572,"FrontWall",3.304581,3.174622
"10505",254.594,"FrontWall",3.304413,3.174759
"10506",254.615,"FrontWall",3.306793,3.166565
"10507",254.637,"FrontWall",3.334335,3.227432
"10508",254.658,"FrontWall",3.290375,3.241058
"10509",254.681,"FrontWall",3.286911,3.241074
"10510",254.703,"FrontWall",3.290466,3.223831
"10511",254.726,"FrontWall",3.291229,3.217255
"10512",254.747,"FrontWall",3.328033,3.195343
"10513",254.77,"FrontWall",3.313019,3.22966
"10514",254.791,"Screen_95",3.419724,3.285263
"10515",254.816,"Screen_95",3.417831,3.260559
"10516",254.837,"Screen_95",3.353912,3.271439
"10517",254.858,"Screen_95",3.367508,3.262848
"10518",254.881,"Screen_95",3.350601,3.261093
"10519",254.903,"Screen_95",3.35051,3.294617
"10520",254.926,"Screen_95",3.324112,3.208496
"10521",254.949,"Screen_95",3.399628,3.244034
"10522",254.97,"Screen_95",3.336197,3.212906
"10523",254.993,"Screen_95",3.348862,3.215103
"10524",255.014,"Screen_95",3.354233,3.226288
"10525",255.037,"Screen_95",3.353241,3.231339
"10526",255.058,"Screen_95",3.348618,3.224823
"10527",255.08,"Screen_95",3.351013,3.224182
"10528",255.102,"Screen_95",3.349258,3.223846
"10529",255.125,"Screen_95",3.359344,3.196533
"10530",255.147,"Screen_95",3.362961,3.19693
"10531",255.17,"Screen_95",3.364914,3.197342
"10532",255.191,"Screen_95",3.392349,3.206726
"10533",255.214,"Screen_95",3.364899,3.213058
"10534",255.238,"Screen_95",3.361893,3.21286
"10535",255.26,"Screen_95",3.341553,3.192154
"10536",255.281,"Screen_95",3.312256,3.136795
"10537",255.305,"Screen_95",3.316406,3.283752
"10538",255.328,"Screen_95",3.222839,3.302094
"10539",255.351,"Screen_95",3.266815,3.331192
"10540",255.374,"Screen_95",3.293427,3.247498
"10541",255.397,"Screen_95",3.303299,3.310837
"10542",255.42,"Screen_95",3.38118,3.282425
"10543",255.442,"Screen_95",3.324066,3.284485
"10544",255.463,"Screen_95",3.29628,3.287323
"10545",255.486,"Screen_95",3.300446,3.288467
"10546",255.508,"Screen_95",3.305084,3.289398
"10547",255.53,"Screen_95",3.304886,3.293137
"10548",255.552,"Screen_95",3.305206,3.301132
"10549",255.574,"Screen_95",3.348694,3.337631
"10550",255.596,"Screen_95",3.247665,3.261597
"10551",255.619,"CartoonTeacher",3.39035,3.394073
"10552",255.64,"CartoonTeacher",3.399597,3.425385
"10553",255.661,"CartoonTeacher",3.390137,3.400986
"10554",255.683,"CartoonTeacher",3.380203,3.376389
"10555",255.704,"CartoonTeacher",3.387039,3.407196
"10556",255.725,"CartoonTeacher",3.381943,3.392242
"10557",255.747,"CartoonTeacher",3.384781,3.391739
"10558",255.768,"CartoonTeacher",3.432297,3.231461
"10559",255.79,"CartoonTeacher",3.251434,3.094589
"10560",255.815,"Screen_95",3.33989,3.220291
"10561",255.837,"Screen_95",3.330734,3.279404
"10562",255.857,"Screen_95",3.187836,3.211334
"10563",255.879,"Screen_95",3.195999,3.206146
"10564",255.904,"Screen_95",3.251144,3.222092
"10565",255.924,"Screen_95",3.249191,3.166626
"10566",255.947,"Screen_95",3.251236,3.194809
"10567",255.968,"Screen_95",3.258286,3.193237
"10568",255.992,"Screen_95",3.270874,3.198715
"10569",256.013,"Screen_95",3.271118,3.201553
"10570",256.035,"Screen_95",3.270889,3.201965
"10571",256.058,"Screen_95",3.262589,3.217331
"10572",256.08,"Screen_95",3.260406,3.228104
"10573",256.102,"Screen_95",3.261215,3.228912
"10574",256.125,"Screen_95",3.260742,3.24231
"10575",256.147,"Screen_95",3.268372,3.256027
"10576",256.172,"Screen_95",3.274399,3.264862
"10577",256.194,"Screen_95",3.277771,3.265137
"10578",256.217,"Screen_95",3.293365,3.291656
"10579",256.238,"Screen_95",3.302704,3.302856
"10580",256.261,"Screen_95",3.306335,3.309937
"10581",256.283,"Screen_95",3.32312,3.314041
"10582",256.305,"Screen_95",3.332748,3.330383
"10583",256.327,"Screen_95",3.339249,3.358719
"10584",256.351,"Screen_95",3.344955,3.358994
"10585",256.371,"Screen_95",3.348877,3.358826
"10586",256.394,"Screen_95",3.369186,3.360855
"10587",256.417,"Screen_95",3.384506,3.375488
"10588",256.438,"Screen_95",3.393311,3.375793
"10589",256.461,"Screen_95",3.417358,3.41629
"10590",256.481,"Screen_95",3.41716,3.410278
"10591",256.504,"Screen_95",3.399567,3.423737
"10592",256.526,"Screen_95",3.395203,3.410202
"10593",256.547,"Screen_95",3.39534,3.40979
"10594",256.572,"Screen_95",3.392868,3.423004
"10595",256.594,"Screen_95",3.3927,3.419922
"10596",256.614,"Screen_95",3.407761,3.430771
"10597",256.636,"Screen_95",3.413727,3.419815
"10598",256.658,"Screen_95",3.415009,3.436768
"10599",256.68,"Screen_95",3.405045,3.437729
"10600",256.703,"Screen_95",3.392792,3.3759
"10601",256.724,"Screen_95",3.239639,3.321991
"10602",256.747,"Screen_95",3.29718,3.3414
"10603",256.769,"Screen_95",3.298187,3.341141
"10604",256.79,"Screen_95",3.309082,3.339996
"10605",256.814,"Screen_95",3.302902,3.340164
"10606",256.836,"Screen_95",3.320435,3.349503
"10607",256.858,"Screen_95",3.321716,3.37146
"10608",256.879,"Screen_95",3.322052,3.349091
"10609",256.902,"Screen_95",3.322647,3.373581
"10610",256.924,"Screen_95",3.326035,3.379822
"10611",256.946,"Screen_95",3.322449,3.379044
"10612",256.968,"Screen_95",3.327103,3.38298
"10613",256.99,"Screen_95",3.326233,3.396072
"10614",257.014,"Screen_95",3.303589,3.413559
"10615",257.036,"Screen_95",3.304626,3.414017
"10616",257.057,"Screen_95",3.329254,3.412552
"10617",257.082,"Screen_95",3.330719,3.41069
"10618",257.103,"Screen_95",3.350128,3.409653
"10619",257.123,"Screen_95",3.354507,3.412247
"10620",257.145,"Screen_95",3.367172,3.412674
"10621",257.168,"Screen_95",3.374115,3.427185
"10622",257.19,"Screen_95",3.389801,3.440765
"10623",257.213,"Screen_95",3.388092,3.451996
"10624",257.236,"Screen_95",3.388229,3.448959
"10625",257.257,"Screen_95",3.387009,3.438461
"10626",257.281,"Screen_95",3.36647,3.428909
"10627",257.304,"Screen_95",3.358948,3.429092
"10628",257.327,"Screen_95",3.348511,3.422318
"10629",257.348,"Screen_95",3.339661,3.409363
"10630",257.371,"Screen_95",3.339157,3.406998
"10631",257.394,"Screen_95",3.353592,3.407883
"10632",257.419,"Screen_95",3.354919,3.404846
"10633",257.442,"Screen_95",3.35463,3.396881
"10634",257.464,"Screen_95",3.360321,3.38475
"10635",257.487,"Screen_95",3.349579,3.384476
"10636",257.51,"Screen_95",3.293015,3.391739
"10637",257.535,"Screen_95",3.375305,3.48111
"10638",257.568,"Screen_95",3.297607,3.381683
"10639",257.601,"Screen_95",3.297882,3.380859
"10640",257.635,"Screen_95",3.295227,3.374359
"10641",257.667,"Screen_95",3.451492,3.450439
"10642",257.701,"FrontWall",3.509659,3.483429
"10643",257.735,"FrontWall",3.527054,3.460388
"10644",257.767,"FrontWall",3.499649,3.429443
"10645",257.8,"FrontWall",3.468628,3.442245
"10646",257.834,"FrontWall",3.468979,3.454208
"10647",257.868,"FrontWall",3.49234,3.462769
"10648",257.901,"FrontWall",3.493698,3.479736
"10649",257.935,"FrontWall",3.50795,3.486847
"10650",257.968,"FrontWall",3.49823,3.455643
"10651",258.002,"FrontWall",3.505692,3.472519
"10652",258.033,"FrontWall",3.497604,3.458115
"10653",258.068,"FrontWall",3.479034,3.473862
"10654",258.101,"FrontWall",3.477585,3.473343
"10655",258.135,"FrontWall",3.44281,3.398712
"10656",258.168,"FrontWall",3.349991,3.401199
"10657",258.201,"FrontWall",3.407761,3.394516
"10658",258.234,"FrontWall",3.352676,3.383911
"10659",258.268,"FrontWall",3.35228,3.388565
"10660",258.289,"FrontWall",3.339966,3.386337
"10661",258.312,"FrontWall",3.340195,3.37117
"10662",258.333,"FrontWall",3.340332,3.36792
"10663",258.356,"FrontWall",3.340622,3.376419
"10664",258.379,"FrontWall",3.340515,3.37587
"10665",258.401,"FrontWall",3.340302,3.348404
"10666",258.423,"FrontWall",3.347107,3.345444
"10667",258.446,"FrontWall",3.343246,3.346268
"10668",258.467,"FrontWall",3.339767,3.346954
"10669",258.489,"FrontWall",3.340408,3.359543
"10670",258.512,"FrontWall",3.33992,3.359543
"10671",258.535,"FrontWall",3.325546,3.355927
"10672",258.558,"FrontWall",3.333435,3.353134
"10673",258.58,"FrontWall",3.33844,3.333786
"10674",258.601,"FrontWall",3.332901,3.310638
"10675",258.625,"FrontWall",3.320587,3.308929
"10676",258.647,"FrontWall",3.318039,3.30722
"10677",258.669,"FrontWall",3.295166,3.303558
"10678",258.69,"FrontWall",3.288818,3.300568
"10679",258.714,"FrontWall",3.281311,3.303452
"10680",258.736,"FrontWall",3.275238,3.298981
"10681",258.757,"FrontWall",3.275192,3.29895
"10682",258.78,"FrontWall",3.247604,3.304565
"10683",258.804,"FrontWall",3.23645,3.300171
"10684",258.827,"FrontWall",3.234695,3.284561
"10685",258.849,"FrontWall",3.234863,3.277664
"10686",258.871,"FrontWall",3.220459,3.26622
"10687",258.896,"FrontWall",3.212143,3.262802
"10688",258.919,"FrontWall",3.212662,3.241653
"10689",258.941,"FrontWall",3.209702,3.23764
"10690",258.963,"FrontWall",3.2099,3.21965
"10691",258.985,"FrontWall",3.211685,3.211899
"10692",259.006,"FrontWall",3.211426,3.190704
"10693",259.028,"FrontWall",3.210022,3.199005
"10694",259.05,"FrontWall",3.209473,3.199463
"10695",259.071,"FrontWall",3.211853,3.196182
"10696",259.095,"FrontWall",3.213242,3.198669
"10697",259.117,"FrontWall",3.212585,3.217026
"10698",259.138,"FrontWall",3.219666,3.22168
"10699",259.161,"FrontWall",3.222961,3.234512
"10700",259.182,"FrontWall",3.225876,3.221985
"10701",259.204,"FrontWall",3.236877,3.234116
"10702",259.227,"FrontWall",3.250214,3.235062
"10703",259.249,"FrontWall",3.252151,3.257965
"10704",259.268,"FrontWall",3.254898,3.275467
"10705",259.29,"FrontWall",3.269211,3.266418
"10706",259.312,"FrontWall",3.28508,3.27681
"10707",259.335,"FrontWall",3.324234,3.294418
"10708",259.355,"FrontWall",3.332001,3.306427
"10709",259.379,"FrontWall",3.338928,3.31105
"10710",259.401,"FrontWall",3.347107,3.312836
"10711",259.422,"FrontWall",3.34819,3.334961
"10712",259.446,"FrontWall",3.347076,3.34761
"10713",259.468,"FrontWall",3.35051,3.360764
"10714",259.49,"FrontWall",3.358871,3.364792
"10715",259.512,"FrontWall",3.368622,3.385452
"10716",259.535,"FrontWall",3.363495,3.387085
"10717",259.557,"FrontWall",3.369949,3.385971
"10718",259.579,"FrontWall",3.364853,3.38649
"10719",259.602,"FrontWall",3.372604,3.384659
"10720",259.623,"FrontWall",3.365662,3.390625
"10721",259.646,"FrontWall",3.382782,3.376953
"10722",259.668,"FrontWall",3.385315,3.392136
"10723",259.691,"FrontWall",3.385422,3.415665
"10724",259.711,"FrontWall",3.384735,3.419312
"10725",259.733,"FrontWall",3.385483,3.42569
"10726",259.756,"FrontWall",3.386673,3.436218
"10727",259.778,"FrontWall",3.402618,3.438873
"10728",259.801,"FrontWall",3.409561,3.439087
"10729",259.823,"FrontWall",3.411758,3.439957
"10730",259.846,"FrontWall",3.441788,3.381714
"10731",259.87,"CartoonTeacher",3.370041,3.379028
"10732",259.892,"CartoonTeacher",3.43248,3.468109
"10733",259.914,"FrontWall",3.367996,3.345596
"10734",259.936,"CartoonTeacher",3.403,3.385422
"10735",259.96,"CartoonTeacher",3.433289,3.361618
"10736",259.979,"CartoonTeacher",3.439468,3.365662
"10737",260.003,"CartoonTeacher",3.437988,3.39299
"10738",260.027,"CartoonTeacher",3.429596,3.386978
"10739",260.048,"CartoonTeacher",3.437546,3.39502
"10740",260.071,"CartoonTeacher",3.438126,3.388107
"10741",260.093,"CartoonTeacher",3.435974,3.387619
"10742",260.116,"CartoonTeacher",3.433807,3.387589
"10743",260.138,"CartoonTeacher",3.436478,3.416397
"10744",260.16,"CartoonTeacher",3.436478,3.418381
"10745",260.182,"CartoonTeacher",3.440033,3.401947
"10746",260.202,"CartoonTeacher",3.429901,3.401291
"10747",260.225,"CartoonTeacher",3.436111,3.374207
"10748",260.245,"CartoonTeacher",3.434784,3.366928
"10749",260.267,"CartoonTeacher",3.426331,3.372604
"10750",260.29,"CartoonTeacher",3.431351,3.379395
"10751",260.312,"CartoonTeacher",3.421158,3.378815
"10752",260.333,"CartoonTeacher",3.427368,3.378372
"10753",260.356,"CartoonTeacher",3.416946,3.383865
"10754",260.378,"CartoonTeacher",3.415817,3.383514
"10755",260.4,"CartoonTeacher",3.400803,3.37854
"10756",260.423,"CartoonTeacher",3.40036,3.381851
"10757",260.445,"CartoonTeacher",3.413055,3.382355
"10758",260.468,"CartoonTeacher",3.423523,3.369232
"10759",260.49,"CartoonTeacher",3.424316,3.369263
"10760",260.512,"CartoonTeacher",3.423569,3.369339
"10761",260.533,"CartoonTeacher",3.423462,3.378281
"10762",260.556,"CartoonTeacher",3.408203,3.363312
"10763",260.579,"CartoonTeacher",3.405701,3.358154
"10764",260.6,"CartoonTeacher",3.406235,3.362534
"10765",260.624,"CartoonTeacher",3.401459,3.363251
"10766",260.645,"CartoonTeacher",3.397705,3.366516
"10767",260.667,"CartoonTeacher",3.391617,3.366867
"10768",260.69,"CartoonTeacher",3.406769,3.389313
"10769",260.712,"CartoonTeacher",3.406708,3.378479
"10770",260.735,"CartoonTeacher",3.406479,3.383499
"10771",260.757,"CartoonTeacher",3.415192,3.395874
"10772",260.779,"CartoonTeacher",3.422485,3.381226
"10773",260.802,"CartoonTeacher",3.421326,3.381348
"10774",260.823,"CartoonTeacher",3.433578,3.31163
"10775",260.846,"CartoonTeacher",3.267563,2.085648
"10777",260.89,"CartoonTeacher",3.617661,2.484772
"10778",260.912,"CartoonTeacher",3.540176,3.545441
"10779",260.934,"CartoonTeacher",3.472687,3.44017
"10780",260.957,"CartoonTeacher",3.419174,3.488617
"10781",260.98,"CartoonTeacher",3.475418,3.450455
"10782",261.003,"CartoonTeacher",3.444092,3.347214
"10783",261.027,"CartoonTeacher",3.47522,3.350098
"10784",261.051,"CartoonTeacher",3.460403,3.475708
"10785",261.074,"CartoonTeacher",3.476578,3.422913
"10786",261.096,"FrontWall",3.462097,3.441605
"10787",261.123,"CartoonTeacher",3.463242,3.44075
"10788",261.156,"CartoonTeacher",3.457245,3.439545
"10789",261.189,"CartoonTeacher",3.507385,3.507462
"10790",261.223,"FrontWall",3.512497,3.52829
"10791",261.256,"FrontWall",3.517426,3.461029
"10792",261.289,"FrontWall",3.526352,3.48587
"10793",261.323,"FrontWall",3.531052,3.463013
"10794",261.356,"FrontWall",3.51828,3.446365
"10795",261.39,"FrontWall",3.510818,3.445389
"10796",261.423,"FrontWall",3.502472,3.419937
"10797",261.455,"FrontWall",3.481949,3.443954
"10798",261.488,"FrontWall",3.484131,3.454773
"10799",261.522,"FrontWall",3.483322,3.45491
"10800",261.555,"FrontWall",3.472397,3.463913
"10801",261.589,"FrontWall",3.453888,3.455383
"10802",261.622,"FrontWall",3.449707,3.438782
"10803",261.656,"FrontWall",3.447266,3.413239
"10804",261.689,"FrontWall",3.282379,3.404709
"10805",261.722,"FrontWall",3.236374,3.31723
"10806",261.756,"FrontWall",3.220932,3.30217
"10807",261.789,"FrontWall",3.21846,3.283203
"10808",261.823,"FrontWall",3.217392,3.25296
"10809",261.856,"FrontWall",3.214493,3.191956
"10810",261.879,"FrontWall",3.175995,3.171814
"10811",261.9,"FrontWall",3.175247,3.114029
"10812",261.923,"FrontWall",3.246201,3.188293
"10813",261.945,"FrontWall",3.260056,3.184189
"10814",261.967,"FrontWall",3.207214,3.155746
"10815",261.989,"FrontWall",3.197556,3.139999
"10816",262.012,"FrontWall",3.194473,3.161041
"10817",262.034,"FrontWall",3.197327,3.158524
"10818",262.057,"FrontWall",3.200485,3.17514
